Trait_ID_6th,Category,Trait_name,Trait_description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_543,Metalworking,"Mining of ores [Note, similar to CARNEIRO4_307]",Mining of ores (excluding placers),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_544,Metalworking,Mining of ores as a continuing operation,"Mining of ores carried out as a continuing operation (i.e., not merely to meet the needs of the moment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_545,Metalworking,"Smelting of ores [Note, identical to CARNEIRO4_308]",Smelting of ores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_546,Metalworking,Furnaces for smelting ores,Furnaces for smelting ores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_547,Metalworking,"Bellows used in working metal [Note, identical to CARNEIRO4_309]",Bellows used in working metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_548,Metalworking,"Indigenous copper worked [Note, similar to CARNEIRO4_310]",Indigenous copper worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_549,Metalworking,"Indigenous gold and/or silver worked [Note, similar to CARNEIRO4_311]",Indigenous gold and/or silver worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_550,Metalworking,"Indigenous iron worked [Note, similar to CARNEIRO4_312]",Indigenous iron worked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_551,Metalworking,"Alloying of metals [Note, identical to CARNEIRO4_313]",Alloying of metals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_552,Metalworking,"Bronze or brass produced [Note, identical to CARNEIRO4_314]",Bronze or brass produced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_553,Metalworking,"Casting in molds [Note, identical to CARNEIRO4_315]",Casting in molds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_554,Metalworking,"Lost-wax casting [Note, identical to CARNEIRO4_316]",Lost-wax casting (cire perdue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_555,Metalworking,"Metal hardening through annealing or tempering [Note, identical to CARNEIRO4_317]",Altering the hardness of metals by annealing (heating and slow cooling) or tempering (heating and rapid cooling by immersion in a liquid),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_556,Metalworking,"Soldering, welding, or riveting used to join metals [Note, identical to CARNEIRO4_318]","Soldering, welding, or riveting used to join metals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_557,Metalworking,"Decorative metal-working techniques [Note, identical to CARNEIRO4_319]","Decorative metal-working techniques (e.g., gilding, embossing, engraving, inlaying)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_558,Metalworking,"Copper tools in common use [Note, similar to CARNEIRO4_320]","Copper weapons, utensils, or instruments in common use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_559,Metalworking,"Bronze tools in common use [Note, similar to CARNEIRO4_321]","Bronze or brass weapons, utensils, or instruments in common use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_560,Metalworking,"Iron tools in common use [Note, similar to CARNEIRO4_322]","Iron weapons, utensils, or instruments in common use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_561,Metalworking,"Non-utllitarian metal objects [Note, similar to CARNEIRO4_325]","Non-utllitarian metal objects (e.g., jewelry, figurines or statues, ceremonial chalices, solar disks) made or used",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_562,Metalworking,"Ornaments and jewelry of precious metals [Note, similar to CARNEIRO4_324]","Ornaments and jewelry of gold, silver, or other precious metals made or used",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_563,Metalworking,"Precious or semiprecious stones used for jewelry [Note, identical to CARNEIRO4_326]",Precious or semiprecious stones used for jewelry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_564,Metalworking,"Professional smiths [Note, identical to CARNEIRO4_327]","Professional smiths, who work metal primarily for exchange",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_565,Metalworking,"Professional goldsmiths, silversmiths, or jewelers","Professional goldsmiths, silversmiths, or jewelers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_566,Metalworking,Armorers,Armorers: smiths specializing in making weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_567,Watercraft and Navigation,"Watercraft [Note, identical to CARNEIRO4_328]",Watercraft (excluding floating logs and simple rafts),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_568,Watercraft and Navigation,"Vessel hulls built from several planks [Note, similar to CARNEIRO4_329]",Vessel hulls built from several planks (excluding wash strakes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_569,Watercraft and Navigation,"Vessels propelled by oars [Note, similar to CARNEIRO4_330]",Vessels propelled by oars (not paddles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_570,Watercraft and Navigation,"Vessels propelled by sails [Note, identical to CARNEIRO4_331]",Vessels propelled by sails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_571,Watercraft and Navigation,Steering oar or rudder,Steering oar or rudder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_572,Watercraft and Navigation,Devices for stabilizing vessels,"Devices for stabilizing vessels (e.g., keels, centerboards, outriggers)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_573,Watercraft and Navigation,"Cabins on board vessels [Note, identical to CARNEIRO4_332]",Cabins on board vessels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_574,Watercraft and Navigation,Decked vessels,"Decked vessels, with cabin or storage space below decks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_575,Watercraft and Navigation,Merchant vessels,"Merchant vessels, operated by professional merchants and specially designed to transport cargo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_576,Watercraft and Navigation,"Navy [Note, similar to CARNEIRO4_333]",Navy: fleet of specially designed warships maintained by the political unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_577,Watercraft and Navigation,Professional naval officers,Professional naval officers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_578,Watercraft and Navigation,"Professional boat builders [Note, identical to CARNEIRO4_334]",Professional boat builders (including part-time specialists),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_579,Watercraft and Navigation,Dryd docks,Dryd docks: permanent structures used during the construction and repair of vessels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_580,Watercraft and Navigation,"Professional sailors, pilots, or navigators [Note, identical to CARNEIRO4_335]","Professional sailors, pilots, or navigators (including part-time specialists)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_581,Watercraft and Navigation,Professional boatmen or ferrymen,"Professional boatmen, who earn a living ferrying passengers or goods over short distances",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_582,Watercraft and Navigation,"Voyages undertaken out of sight of land [Note, identical to CARNEIRO4_336]",Voyages undertaken out of sight of land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_583,Watercraft and Navigation,Canals built for navigation,Canals built for navigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_584,Special Knowledge and Practices,"Mnemonic devices for recording traditions, events, etc. [Note, similar to CARNEIRO4_341]","Traditions, events, etc., recorded by means of mnemonic devices (including writing, but excluding simple methods of recording elapsed time, events, or simple inventories)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_585,Special Knowledge and Practices,"System of writing [Note, identical to CARNEIRO4_342]",System of writing (including extensive systems of standardized pictographs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_586,Special Knowledge and Practices,"Essentially phonetic system of writing [Note, similar to CARNEIRO4_343]",Essentially phonetic system of writing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_587,Special Knowledge and Practices,"Scribes, secretaries, or clerks [Note, similar to CARNEIRO4_344]","Scribes, secretaries, or clerks (other than priests)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_588,Special Knowledge and Practices,"Teachers [Note, similar to CARNEIRO4_345]","Teachers: professional instructors, secular or religious, who are paid for their services and who instruct others than candidates for the priesthood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_589,Special Knowledge and Practices,Schools for secular subjects or vocational training,"Schools for instruction in secular (i.e., nonreligious) subjects or for vocational training (including, e.g., school for brides)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_590,Special Knowledge and Practices,Literacy general among the upper classes,Literacy general among the upper classes (not merely among scribes and priests),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_591,Special Knowledge and Practices,Public primary schools,Public primary schools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_592,Special Knowledge and Practices,Secular professional schools,"Secular professional schools (e.g., for the study of law, accounting, medicine, grammar)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_593,Special Knowledge and Practices,Literature,"Literature: speculative, esthetic, or historical writing as distinct from official records",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_594,Special Knowledge and Practices,Epic verse,Epic verse (excluding songs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_595,Special Knowledge and Practices,Philosophy,Philosophy: a system of beliefs about man’s place in the world and about human conduct based on independent speculation and representing a departure from the prevailing or previously established system of beliefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_596,Special Knowledge and Practices,Technical treatises or manuals,"Technical treatises or manuals (e.g., on medicine, pharmacy, divination, agriculture, metalworking)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_597,Special Knowledge and Practices,"Standardized weights and measures [Note, identical to CARNEIRO4_338]","Standardized weights and measures (excluding measurement with parts of the body, and similarly variable measurements)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_598,Special Knowledge and Practices,"System of numbers extending beyond 100 [Note, identical to CARNEIRO4_339]",System of numbers extending beyond 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_599,Special Knowledge and Practices,"Mathematics [Note, similar to CARNEIRO4_340]",Mathematics (beyond simple arithmetic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_600,Special Knowledge and Practices,"Techniques of surveying and mensuration [Note, identical to CARNEIRO4_346]","Techniques of surveying and mensuration (including, e.g., plumb lines, knowledge of right angle, stretched cords, but excluding the swinging of circles by means of a cord)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_601,Special Knowledge and Practices,"Regular astronomical observations by specialists [Note, identical to CARNEIRO4_347]",Astronomical observations regularly made by priests or other specialists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_602,Special Knowledge and Practices,"Calendrical system [Note, similar to CARNEIRO4_348]","Calendrical system, uniquely designating each day of the year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_603,Special Knowledge and Practices,Calendrically fixed celebrations or religious observances,Calendrically fixed days of celebration or religious observance recurring annually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_604,Special Knowledge and Practices,Regular schedule of work and rest beyond daily routine,"Regular schedule of work and rest other than daily routine (e.g., one day off every five)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_605,Special Knowledge and Practices,Musical instruments,Musical instruments (excluding whistles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_606,Special Knowledge and Practices,Games of calculation,Games of calculation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_607,Special Knowledge and Practices,Team athletic contests,Team athletic contests in which there is coordination among the members of each side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_608,Special Knowledge and Practices,Professional athletes,"Professional athletes (e.g., gladiators, ballplayers, acrobats)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_609,Special Knowledge and Practices,"Professional bards, musicians, or storytellers [Note, identical to CARNEIRO4_354]","Bards, minstrels, musicians, or storytellers, whose primary activity is to compose, play, or recite songs, poems, or stories",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_610,Special Knowledge and Practices,"Professional dancers or musicians [Note, similar to CARNEIRO4_138]",Professional dancers or musicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_611,Special Knowledge and Practices,Professional comic entertainers,"Professional comic entertainers (e.g,, clowns, buffoons, jesters, dwarfs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_612,Special Knowledge and Practices,Troupes of professional actors,Troupes of professional actors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_613,Special Knowledge and Practices,"Fermented beverages from cultivated plants [Note, identical to CARNEIRO4_352]",Fermented beverages brewed from cultivated plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_614,Special Knowledge and Practices,"Midwives, wet nurses, or foster nurses","Midwives, wet nurses, or foster nurses who are regularly called upon and paid for their services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_615,Special Knowledge and Practices,Physicians,"Physicians: specialists who treat patients primarily by rational (i.e., non-supernaturalistic) means",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_616,Special Knowledge and Practices,"Surgery practiced [Note, identical to CARNEIRO4_350]","Surgery practiced (excluding, e.g., the setting of broken bones, removal of arrows, bloodletting)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_617,Special Knowledge and Practices,"Papermaking [Note, similar to CARNEIRO4_351]","Papermaking (including the making of papyrus, parchment, or vellum)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARNEIRO6_618,Special Knowledge and Practices,Zoos,Zoos or menageries in which a wide variety of wild animals are kept as curiosities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
